mm10	mm10 gene type	hg38	hg38 gene type	orthology type
ENSMUSG00000030093.7	pc	ENSG00000154764.5	pc	one-to-one
ENSMUSG00000056849.6	other	ENSG00000253946.1	other	many-to-many
ENSMUSG00000113745.1	other	ENSG00000220831.4	other	many-to-many
ENSMUSG00000115703.1	other	ENSG00000243403.1	other	one-to-many
ENSMUSG00000038022.11	pc	ENSG00000254959.6	pc	many-to-many
ENSMUSG00000100473.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000031634.13	pc	ENSG00000109775.10	pc	one-to-one
ENSMUSG00000073925.5	pc	ENSG00000232381.1	other	one-to-many
ENSMUSG00000091929.2	other	ENSG00000151208.16	pc	one-to-many
ENSMUSG00000007827.10	pc	ENSG00000276963.1	other	many-to-many
ENSMUSG00000093493.1	other	ENSG00000213014.3	other	many-to-many
ENSMUSG00000056904.3	other	ENSG00000214391.3	other	one-to-many
ENSMUSG00000095217.1	pc	ENSG00000123569.8	pc	one-to-many
ENSMUSG00000038047.18	pc	ENSG00000236121.1	other	many-to-many
ENSMUSG00000030232.18	pc	ENSG00000139154.14	pc	one-to-many
ENSMUSG00000093971.1	ncRNA	ENSG00000261069.3	lncRNA	many-to-many
ENSMUSG00000106085.1	other	ENSG00000207313.1	ncRNA	many-to-many
ENSMUSG00000022781.8	pc	ENSG00000180370.10	pc	one-to-many
ENSMUSG00000095333.1	ncRNA	ENSG00000212461.1	ncRNA	one-to-many
ENSMUSG00000004609.11	pc	ENSG00000269253.1	other	many-to-many
ENSMUSG00000021492.15	pc	ENSG00000131187.9	pc	one-to-one
ENSMUSG00000023043.6	pc	ENSG00000224791.1	other	many-to-many
ENSMUSG00000021032.13	pc	ENSG00000165553.4	pc	one-to-one
ENSMUSG00000064634.1	ncRNA	ENSG00000199405.1	ncRNA	many-to-many
ENSMUSG00000066058.11	pc	ENSG00000164007.10	pc	one-to-one
ENSMUSG00000054141.5	pc	ENSG00000170929.6	pc	one-to-many
ENSMUSG00000037278.9	pc	ENSG00000109084.13	pc	one-to-one
ENSMUSG00000026904.17	pc	ENSG00000144290.16	pc	one-to-many
ENSMUSG00000051777.6	pc	ENSG00000214216.10	pc	many-to-many
ENSMUSG00000026020.9	pc	ENSG00000228471.1	other	many-to-many
ENSMUSG00000057363.12	pc	ENSG00000115652.14	pc	one-to-many
ENSMUSG00000114260.1	other	ENSG00000235636.1	other	one-to-many
ENSMUSG00000060904.14	pc	ENSG00000120805.13	pc	many-to-many
ENSMUSG00000074682.4	pc	ENSG00000247315.3	pc	one-to-many
ENSMUSG00000078612.9	pc	ENSG00000187889.12	pc	one-to-one
ENSMUSG00000112051.1	other	ENSG00000225669.1	other	many-to-many
ENSMUSG00000065954.11	pc	ENSG00000147526.19	pc	many-to-many
ENSMUSG00000026234.12	pc	ENSG00000207280.1	ncRNA	many-to-many
ENSMUSG00000056162.13	pc	ENSG00000150656.14	pc	one-to-one
ENSMUSG00000105311.1	lncRNA	ENSG00000089094.18	pc	one-to-many
ENSMUSG00000082498.1	other	ENSG00000218561.1	other	many-to-many
ENSMUSG00000020849.13	pc	ENSG00000205215.8	other	many-to-many
ENSMUSG00000014813.9	pc	ENSG00000159167.11	pc	one-to-one
ENSMUSG00000090610.3	other	ENSG00000233676.2	other	many-to-many
ENSMUSG00000021403.3	pc	ENSG00000170542.5	pc	one-to-many
ENSMUSG00000101685.1	other	ENSG00000207280.1	ncRNA	many-to-many
ENSMUSG00000070378.3	pc	ENSG00000172146.2	pc	one-to-many
ENSMUSG00000099615.1	other	ENSG00000283201.1	pc	many-to-many
ENSMUSG00000066896.6	pc	ENSG00000230655.3	other	many-to-many
ENSMUSG00000023036.14	pc	ENSG00000253910.2	pc	many-to-many
ENSMUSG00000095789.6	pc	ENSG00000185495.10	other	many-to-many
ENSMUSG00000081067.1	other	ENSG00000228502.1	other	one-to-many
ENSMUSG00000083162.1	other	ENSG00000055208.18	pc	many-to-many
ENSMUSG00000048087.6	pc	ENSG00000238181.2	other	many-to-many
ENSMUSG00000105231.1	other	ENSG00000254709.7	pc	many-to-many
ENSMUSG00000047264.8	pc	ENSG00000198816.6	pc	many-to-many
ENSMUSG00000045932.12	pc	ENSG00000119922.9	pc	one-to-many
ENSMUSG00000060730.8	other	ENSG00000223671.2	other	many-to-many
ENSMUSG00000098033.2	other	ENSG00000235587.2	other	one-to-many
ENSMUSG00000065105.1	ncRNA	ENSG00000251478.1	other	many-to-many
ENSMUSG00000002546.16	pc	ENSG00000260784.1	other	many-to-many
ENSMUSG00000095349.1	ncRNA	ENSG00000206688.1	ncRNA	many-to-many
ENSMUSG00000067194.6	pc	ENSG00000173674.10	pc	many-to-many
ENSMUSG00000109882.1	other	ENSG00000115109.13	pc	many-to-many
ENSMUSG00000024797.12	pc	ENSG00000249869.1	other	many-to-many
ENSMUSG00000082812.1	other	ENSG00000182768.8	pc	many-to-many
ENSMUSG00000095432.9	pc	ENSG00000188171.15	pc	many-to-many
ENSMUSG00000105366.1	lncRNA	ENSG00000075213.10	pc	one-to-many
ENSMUSG00000029722.15	pc	ENSG00000106351.12	pc	one-to-one
ENSMUSG00000105213.1	other	ENSG00000239317.1	other	many-to-many
ENSMUSG00000066269.7	pc	ENSG00000197023.6	other	one-to-one
ENSMUSG00000051804.3	pc	ENSG00000271968.2	other	one-to-many
ENSMUSG00000086583.3	other	ENSG00000237068.1	other	many-to-many
ENSMUSG00000072594.3	other	ENSG00000214013.9	pc	many-to-many
ENSMUSG00000022807.8	pc	ENSG00000144909.7	pc	one-to-one
ENSMUSG00000073234.4	pc	ENSG00000283267.1	pc	one-to-one
ENSMUSG00000027419.9	pc	ENSG00000125851.9	pc	one-to-one
ENSMUSG00000056752.16	pc	ENSG00000007174.17	pc	one-to-many
ENSMUSG00000094442.1	ncRNA	ENSG00000224078.13	lncRNA	many-to-many
ENSMUSG00000077191.1	ncRNA	ENSG00000276610.1	ncRNA	many-to-many
ENSMUSG00000062892.4	pc	ENSG00000172362.3	pc	one-to-many
ENSMUSG00000019874.11	pc	ENSG00000226766.1	other	one-to-many
ENSMUSG00000055602.16	pc	ENSG00000166984.11	pc	many-to-many
ENSMUSG00000107672.1	other	ENSG00000118873.15	pc	many-to-many
ENSMUSG00000071497.3	pc	ENSG00000270654.1	other	many-to-many
ENSMUSG00000058440.14	pc	ENSG00000213790.2	other	many-to-many
ENSMUSG00000086877.7	lncRNA	ENSG00000267064.1	lncRNA	one-to-one
ENSMUSG00000099410.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000030373.6	pc	ENSG00000079385.21	pc	many-to-many
ENSMUSG00000082856.1	other	ENSG00000102021.10	pc	one-to-many
ENSMUSG00000044702.13	pc	ENSG00000083093.9	pc	one-to-one
ENSMUSG00000051910.13	pc	ENSG00000110693.17	pc	many-to-many
ENSMUSG00000101344.1	lncRNA	ENSG00000231672.6	pc	one-to-many
ENSMUSG00000099806.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000065862.1	ncRNA	ENSG00000207094.1	ncRNA	many-to-many
ENSMUSG00000028381.8	pc	ENSG00000148154.9	pc	one-to-one
ENSMUSG00000021958.5	pc	ENSG00000254093.8	pc	many-to-many
ENSMUSG00000115271.1	lncRNA	ENSG00000271190.1	other	one-to-many
ENSMUSG00000022024.10	pc	ENSG00000217576.7	lncRNA	many-to-many
ENSMUSG00000056328.14	pc	ENSG00000109061.9	pc	one-to-one
ENSMUSG00000064981.1	ncRNA	ENSG00000263666.1	ncRNA	many-to-many
ENSMUSG00000026849.18	pc	ENSG00000136816.15	pc	many-to-many
ENSMUSG00000073952.5	pc	ENSG00000171944.2	pc	many-to-many
ENSMUSG00000110344.1	pc	ENSG00000261873.2	pc	many-to-many
ENSMUSG00000107392.1	pc	ENSG00000204501.7	pc	one-to-many
ENSMUSG00000049091.6	pc	ENSG00000179918.18	pc	one-to-many
ENSMUSG00000022205.15	pc	ENSG00000113387.11	pc	many-to-many
ENSMUSG00000078630.8	pc	ENSG00000184154.13	pc	one-to-many
ENSMUSG00000103086.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000088484.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000082716.1	other	ENSG00000235225.1	other	one-to-many
ENSMUSG00000034673.14	pc	ENSG00000213654.9	pc	many-to-many
ENSMUSG00000097012.1	other	ENSG00000111981.4	pc	one-to-many
ENSMUSG00000029587.16	pc	ENSG00000197779.13	pc	many-to-many
ENSMUSG00000050150.16	pc	ENSG00000183704.7	other	one-to-many
ENSMUSG00000019997.11	pc	ENSG00000118523.5	pc	one-to-one
ENSMUSG00000028018.15	pc	ENSG00000138780.14	pc	one-to-one
ENSMUSG00000050447.15	pc	ENSG00000187123.14	pc	one-to-one
ENSMUSG00000074003.4	pc	ENSG00000101890.4	pc	many-to-many
ENSMUSG00000020173.17	pc	ENSG00000106078.17	pc	one-to-many
ENSMUSG00000062611.4	other	ENSG00000229965.1	other	many-to-many
ENSMUSG00000074206.7	pc	ENSG00000196616.13	pc	many-to-many
ENSMUSG00000095273.1	pc	ENSG00000268163.1	pc	many-to-many
ENSMUSG00000084592.1	ncRNA	ENSG00000234570.1	other	many-to-many
ENSMUSG00000082062.1	other	ENSG00000270282.1	other	many-to-many
ENSMUSG00000089364.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000110887.1	other	ENSG00000217241.1	other	one-to-many
ENSMUSG00000083405.1	other	ENSG00000230362.1	other	many-to-many
ENSMUSG00000037905.13	pc	ENSG00000184992.10	pc	one-to-many
ENSMUSG00000034652.12	pc	ENSG00000167851.13	pc	one-to-many
ENSMUSG00000083837.1	other	ENSG00000240376.1	other	one-to-many
ENSMUSG00000107487.1	other	ENSG00000277942.1	ncRNA	many-to-many
ENSMUSG00000053684.8	pc	ENSG00000174206.12	pc	one-to-one
ENSMUSG00000033021.16	pc	ENSG00000144591.18	pc	one-to-many
ENSMUSG00000042042.14	pc	ENSG00000169826.7	pc	many-to-many
ENSMUSG00000089235.1	ncRNA	ENSG00000251992.1	ncRNA	many-to-many
ENSMUSG00000041737.8	pc	ENSG00000151715.7	pc	many-to-many
ENSMUSG00000038217.13	pc	ENSG00000185561.9	pc	many-to-many
ENSMUSG00000102901.1	other	ENSG00000223648.4	other	many-to-many
ENSMUSG00000075128.7	pc	ENSG00000254457.2	other	one-to-one
ENSMUSG00000079941.1	pc	ENSG00000100307.12	pc	many-to-many
ENSMUSG00000031907.9	pc	ENSG00000149054.15	pc	many-to-many
ENSMUSG00000110005.1	other	ENSG00000083844.10	pc	one-to-many
ENSMUSG00000022428.7	pc	ENSG00000236832.1	other	many-to-many
ENSMUSG00000096944.1	lncRNA	ENSG00000162520.14	pc	one-to-many
ENSMUSG00000007038.5	pc	ENSG00000204386.10	pc	one-to-one
ENSMUSG00000079516.2	pc	ENSG00000143954.12	pc	one-to-many
ENSMUSG00000024376.6	pc	ENSG00000129595.12	pc	one-to-one
ENSMUSG00000050954.15	pc	ENSG00000175787.16	pc	many-to-many
ENSMUSG00000069986.4	other	ENSG00000242922.2	other	one-to-many
ENSMUSG00000084965.1	other	ENSG00000198074.9	pc	one-to-many
ENSMUSG00000031134.16	pc	ENSG00000169800.13	pc	many-to-many
ENSMUSG00000094415.1	other	ENSG00000213014.3	other	one-to-many
ENSMUSG00000078972.1	pc	ENSG00000204183.1	pc	one-to-one
ENSMUSG00000022787.10	pc	ENSG00000275607.1	other	one-to-many
ENSMUSG00000047293.6	pc	ENSG00000154165.4	pc	one-to-one
ENSMUSG00000048747.14	pc	ENSG00000231252.2	lncRNA	one-to-one
ENSMUSG00000082478.1	other	ENSG00000226243.1	other	one-to-many
ENSMUSG00000015522.18	pc	ENSG00000143437.20	pc	one-to-one
ENSMUSG00000066457.6	other	ENSG00000237275.1	other	many-to-many
ENSMUSG00000100346.2	other	ENSG00000241352.3	other	one-to-many
ENSMUSG00000077687.1	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000019132.11	pc	ENSG00000112308.12	pc	one-to-one
ENSMUSG00000076848.3	other	ENSG00000211804.3	other	one-to-many
ENSMUSG00000095649.3	other	ENSG00000254838.5	other	one-to-many
ENSMUSG00000064612.2	ncRNA	ENSG00000281780.1	ncRNA	many-to-many
ENSMUSG00000114938.1	other	ENSG00000105810.9	pc	one-to-many
ENSMUSG00000064836.1	ncRNA	ENSG00000207419.1	ncRNA	one-to-many
ENSMUSG00000039756.12	pc	ENSG00000067334.13	pc	one-to-many
ENSMUSG00000028107.14	pc	ENSG00000248104.1	other	one-to-many
ENSMUSG00000074655.1	pc	ENSG00000137727.12	pc	many-to-many
ENSMUSG00000109686.1	other	ENSG00000180532.10	pc	one-to-many
ENSMUSG00000104555.1	other	ENSG00000214003.2	other	many-to-many
ENSMUSG00000038910.6	pc	ENSG00000154822.17	pc	one-to-one
ENSMUSG00000096458.7	pc	ENSG00000165943.4	pc	one-to-many
ENSMUSG00000104868.1	lncRNA	ENSG00000264319.1	ncRNA	one-to-half
ENSMUSG00000003559.7	pc	ENSG00000214435.7	pc	many-to-many
ENSMUSG00000061360.7	pc	ENSG00000100410.7	pc	one-to-one
ENSMUSG00000089911.4	pc	ENSG00000283761.1	pc	many-to-many
ENSMUSG00000109236.1	other	ENSG00000239223.3	other	one-to-many
ENSMUSG00000113979.1	other	ENSG00000056277.15	pc	one-to-many
ENSMUSG00000092367.1	pc	ENSG00000160460.15	pc	many-to-many
ENSMUSG00000040502.5	pc	ENSG00000139266.5	pc	one-to-one
ENSMUSG00000009585.17	pc	ENSG00000100298.15	pc	many-to-many
ENSMUSG00000002546.16	pc	ENSG00000188388.10	other	many-to-many
ENSMUSG00000026027.13	pc	ENSG00000082146.12	pc	one-to-many
ENSMUSG00000047286.7	pc	ENSG00000173285.4	pc	one-to-many
ENSMUSG00000044042.18	pc	ENSG00000248905.8	pc	one-to-one
ENSMUSG00000030612.6	pc	ENSG00000259494.1	pc	many-to-many
ENSMUSG00000093348.1	ncRNA	ENSG00000167578.17	pc	one-to-many
ENSMUSG00000022951.15	pc	ENSG00000159200.17	pc	one-to-one
ENSMUSG00000081884.1	other	ENSG00000276591.1	other	one-to-many
ENSMUSG00000033007.15	pc	ENSG00000072182.12	pc	one-to-one
ENSMUSG00000082009.1	other	ENSG00000232004.1	other	one-to-many
ENSMUSG00000026573.7	pc	ENSG00000143185.3	pc	one-to-many
ENSMUSG00000019996.17	pc	ENSG00000264388.1	other	many-to-many
ENSMUSG00000058152.7	pc	ENSG00000198108.3	pc	one-to-one
ENSMUSG00000020051.17	pc	ENSG00000171759.9	pc	one-to-one
ENSMUSG00000021577.14	pc	ENSG00000073578.16	pc	many-to-many
ENSMUSG00000101678.3	pc	ENSG00000115204.14	pc	many-to-many
ENSMUSG00000083587.1	other	ENSG00000137074.18	pc	one-to-many
ENSMUSG00000100621.1	pc	ENSG00000239432.1	other	many-to-many
ENSMUSG00000029569.9	pc	ENSG00000146802.12	pc	one-to-one
ENSMUSG00000033255.8	pc	ENSG00000117834.12	pc	many-to-many
ENSMUSG00000066232.4	pc	ENSG00000284299.1	pc	many-to-many
ENSMUSG00000099959.1	other	ENSG00000254856.1	other	many-to-many
ENSMUSG00000095847.1	other	ENSG00000238103.4	other	many-to-many
ENSMUSG00000027366.12	pc	ENSG00000259531.2	other	many-to-many
ENSMUSG00000088098.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000112107.1	other	ENSG00000197928.10	pc	one-to-many
ENSMUSG00000102264.1	other	ENSG00000139351.14	pc	one-to-many
ENSMUSG00000101756.1	other	ENSG00000122644.12	pc	one-to-many
ENSMUSG00000114238.1	other	ENSG00000232346.1	other	one-to-many
ENSMUSG00000066896.6	pc	ENSG00000183444.10	other	many-to-many
ENSMUSG00000084159.1	other	ENSG00000228653.2	other	many-to-many
ENSMUSG00000023120.9	pc	ENSG00000260386.6	other	many-to-many
ENSMUSG00000062961.7	pc	ENSG00000267909.2	pc	one-to-one
ENSMUSG00000064128.7	pc	ENSG00000151849.14	pc	one-to-one
ENSMUSG00000059775.5	other	ENSG00000223375.1	other	many-to-many
ENSMUSG00000044811.13	pc	ENSG00000236770.1	other	many-to-many
ENSMUSG00000042604.5	pc	ENSG00000182255.6	pc	one-to-one
ENSMUSG00000074282.10	pc	ENSG00000178386.12	pc	many-to-many
ENSMUSG00000099708.1	lncRNA	ENSG00000258813.2	lncRNA	one-to-one
ENSMUSG00000026604.17	pc	ENSG00000228470.1	lncRNA	one-to-many
ENSMUSG00000115808.1	other	ENSG00000263776.1	ncRNA	many-to-many
ENSMUSG00000067942.5	pc	ENSG00000167554.14	pc	many-to-many
ENSMUSG00000091293.1	other	ENSG00000206053.12	pc	one-to-many
ENSMUSG00000109392.1	pc	ENSG00000183921.7	pc	one-to-one
ENSMUSG00000083380.1	other	ENSG00000231096.1	other	many-to-many
ENSMUSG00000111032.1	other	ENSG00000284680.1	pc	one-to-many
ENSMUSG00000063652.10	pc	ENSG00000197375.12	pc	one-to-many
ENSMUSG00000018927.3	pc	ENSG00000275718.1	pc	many-to-many
ENSMUSG00000090306.5	other	ENSG00000172955.17	pc	many-to-many
ENSMUSG00000096148.1	ncRNA	ENSG00000224078.13	lncRNA	many-to-many
ENSMUSG00000051786.14	pc	ENSG00000128159.11	pc	one-to-many
ENSMUSG00000022974.12	pc	ENSG00000159086.14	pc	one-to-many
ENSMUSG00000024098.5	pc	ENSG00000128791.11	pc	one-to-one
ENSMUSG00000060335.2	pc	ENSG00000180016.2	pc	one-to-many
ENSMUSG00000058799.15	pc	ENSG00000229163.2	other	many-to-many
ENSMUSG00000022864.13	pc	ENSG00000154642.10	pc	one-to-many
ENSMUSG00000110266.1	pc	ENSG00000255093.2	other	one-to-one
ENSMUSG00000110333.1	pc	ENSG00000222036.7	pc	many-to-many
ENSMUSG00000051952.5	pc	ENSG00000127530.3	pc	one-to-many
ENSMUSG00000032498.9	pc	ENSG00000076242.14	pc	one-to-one
ENSMUSG00000029414.11	pc	ENSG00000255972.1	other	one-to-many
ENSMUSG00000054967.6	pc	ENSG00000152467.9	pc	many-to-many
ENSMUSG00000084856.1	lncRNA	ENSG00000249497.1	lncRNA	one-to-one
ENSMUSG00000100621.1	pc	ENSG00000253881.1	other	many-to-many
ENSMUSG00000063582.2	pc	ENSG00000180988.2	pc	one-to-many
ENSMUSG00000028016.9	pc	ENSG00000138785.14	pc	one-to-one
ENSMUSG00000082901.1	other	ENSG00000240376.1	other	one-to-many
ENSMUSG00000053199.13	pc	ENSG00000259866.1	other	many-to-many
ENSMUSG00000021339.4	pc	ENSG00000250428.1	other	one-to-many
ENSMUSG00000030255.13	pc	ENSG00000123096.11	pc	one-to-one
ENSMUSG00000113018.1	other	ENSG00000227875.2	other	many-to-many
ENSMUSG00000093514.3	lncRNA	ENSG00000242951.1	other	many-to-many
ENSMUSG00000100848.1	other	ENSG00000268412.2	other	one-to-many
ENSMUSG00000067942.5	pc	ENSG00000189190.9	pc	many-to-many
ENSMUSG00000026377.12	pc	ENSG00000155438.11	pc	many-to-many
ENSMUSG00000069682.6	other	ENSG00000134461.15	pc	many-to-many
ENSMUSG00000112419.1	pc	ENSG00000096401.7	pc	many-to-many
ENSMUSG00000102543.5	pc	ENSG00000254122.2	pc	many-to-many
ENSMUSG00000028589.2	pc	ENSG00000157330.9	pc	one-to-one
ENSMUSG00000022822.15	pc	ENSG00000121270.15	pc	many-to-many
ENSMUSG00000033063.8	pc	ENSG00000283378.1	pc	one-to-many
ENSMUSG00000082345.1	other	ENSG00000231767.3	other	many-to-many
ENSMUSG00000047155.13	pc	ENSG00000154198.14	other	many-to-many
ENSMUSG00000056457.6	pc	ENSG00000172179.11	pc	one-to-many
ENSMUSG00000061544.13	pc	ENSG00000198039.11	pc	many-to-many
ENSMUSG00000032834.11	pc	ENSG00000276612.3	pc	many-to-many
ENSMUSG00000115042.1	other	ENSG00000108518.7	pc	one-to-many
ENSMUSG00000103210.1	other	ENSG00000251284.2	other	one-to-many
ENSMUSG00000106667.1	other	ENSG00000197794.2	other	one-to-many
ENSMUSG00000079942.5	other	ENSG00000242814.2	other	many-to-many
ENSMUSG00000096153.1	lncRNA	ENSG00000224440.1	pc	one-to-many
ENSMUSG00000063442.5	other	ENSG00000144426.18	pc	many-to-many
ENSMUSG00000034538.8	pc	ENSG00000269026.2	pc	many-to-many
ENSMUSG00000077339.1	ncRNA	ENSG00000233016.6	lncRNA	many-to-many
ENSMUSG00000022456.15	pc	ENSG00000100167.19	pc	one-to-one
ENSMUSG00000003573.15	pc	ENSG00000268193.5	pc	many-to-many
ENSMUSG00000053228.12	pc	ENSG00000239736.2	other	many-to-many
ENSMUSG00000047676.6	other	ENSG00000242735.1	other	many-to-many
ENSMUSG00000106775.1	lncRNA	ENSG00000230316.6	lncRNA	one-to-one
ENSMUSG00000102762.1	lncRNA	ENSG00000232059.3	other	one-to-many
ENSMUSG00000041915.8	pc	ENSG00000223482.7	lncRNA	many-to-many
ENSMUSG00000109973.1	lncRNA	ENSG00000147010.17	pc	one-to-many
ENSMUSG00000115178.1	other	ENSG00000124570.17	pc	one-to-many
ENSMUSG00000070443.6	other	ENSG00000277172.1	other	many-to-many
ENSMUSG00000030815.11	pc	ENSG00000156873.15	pc	many-to-many
ENSMUSG00000038876.12	pc	ENSG00000118518.15	pc	one-to-one
ENSMUSG00000036887.5	pc	ENSG00000173372.16	pc	one-to-one
ENSMUSG00000110602.1	other	ENSG00000284609.1	pc	one-to-many
ENSMUSG00000081684.4	other	ENSG00000235508.3	other	many-to-many
ENSMUSG00000035310.15	pc	ENSG00000189308.10	pc	one-to-one
ENSMUSG00000044938.8	pc	ENSG00000124743.5	pc	one-to-one
ENSMUSG00000019773.7	pc	ENSG00000112029.9	pc	one-to-many
ENSMUSG00000032911.6	pc	ENSG00000172342.5	other	many-to-many
ENSMUSG00000074447.2	pc	ENSG00000215378.3	other	many-to-many
ENSMUSG00000028676.17	pc	ENSG00000188529.14	pc	many-to-many
ENSMUSG00000049265.7	pc	ENSG00000171303.6	pc	one-to-one
ENSMUSG00000038895.16	pc	ENSG00000274713.1	ncRNA	many-to-many
ENSMUSG00000058523.2	pc	ENSG00000237906.1	other	many-to-many
ENSMUSG00000028621.17	pc	ENSG00000215883.10	pc	many-to-many
ENSMUSG00000022044.14	pc	ENSG00000015592.16	pc	one-to-one
ENSMUSG00000027574.15	pc	ENSG00000101198.14	pc	one-to-one
ENSMUSG00000094627.2	other	ENSG00000232963.1	other	many-to-many
ENSMUSG00000063586.1	other	ENSG00000277985.1	ncRNA	many-to-many
ENSMUSG00000070529.7	pc	ENSG00000180305.4	pc	one-to-many
ENSMUSG00000003227.4	pc	ENSG00000135960.9	pc	one-to-one
ENSMUSG00000103793.1	pc	ENSG00000253910.2	pc	many-to-many
ENSMUSG00000031776.17	pc	ENSG00000265934.1	other	one-to-many
ENSMUSG00000042688.16	pc	ENSG00000226389.3	other	many-to-many
ENSMUSG00000087806.1	ncRNA	ENSG00000233016.6	lncRNA	many-to-many
ENSMUSG00000088135.1	ncRNA	ENSG00000156976.16	pc	many-to-many
ENSMUSG00000102428.1	pc	ENSG00000253953.2	pc	many-to-many
ENSMUSG00000030357.10	pc	ENSG00000235256.1	other	one-to-many
ENSMUSG00000083944.1	other	ENSG00000139239.7	other	one-to-many
ENSMUSG00000040133.2	pc	ENSG00000259580.1	lncRNA	many-to-many
ENSMUSG00000042386.7	pc	ENSG00000170925.3	pc	one-to-one
ENSMUSG00000041700.9	pc	ENSG00000182508.13	pc	one-to-many
ENSMUSG00000063902.13	other	ENSG00000243547.1	other	many-to-many
ENSMUSG00000021559.14	pc	ENSG00000196730.12	pc	one-to-many
ENSMUSG00000095633.2	other	ENSG00000197794.2	other	one-to-many
ENSMUSG00000039067.5	pc	ENSG00000266707.1	other	one-to-many
ENSMUSG00000093525.1	other	ENSG00000251235.3	other	many-to-many
ENSMUSG00000094259.1	other	ENSG00000114374.12	pc	many-to-many
ENSMUSG00000026078.10	pc	ENSG00000115539.13	pc	many-to-many
ENSMUSG00000091736.3	pc	ENSG00000012174.11	pc	many-to-many
ENSMUSG00000103770.1	pc	ENSG00000204969.6	pc	many-to-many
ENSMUSG00000040007.8	pc	ENSG00000140320.11	pc	one-to-one
ENSMUSG00000070896.2	other	ENSG00000234851.4	other	one-to-many
ENSMUSG00000054406.9	pc	ENSG00000142163.8	other	many-to-many
ENSMUSG00000046687.6	other	ENSG00000215325.4	other	many-to-many
ENSMUSG00000075033.3	pc	ENSG00000144815.15	pc	one-to-many
ENSMUSG00000031775.5	pc	ENSG00000102934.9	pc	one-to-many
ENSMUSG00000090877.3	pc	ENSG00000204388.6	pc	one-to-one
ENSMUSG00000004267.16	pc	ENSG00000111674.8	pc	one-to-one
ENSMUSG00000036672.5	pc	ENSG00000102901.12	pc	one-to-one
ENSMUSG00000026825.17	pc	ENSG00000276710.4	other	many-to-many
ENSMUSG00000088440.1	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000032307.16	pc	ENSG00000189136.8	other	many-to-many
ENSMUSG00000084106.4	other	ENSG00000223730.1	other	many-to-many
ENSMUSG00000039616.9	pc	ENSG00000075643.5	pc	one-to-one
ENSMUSG00000090122.3	pc	ENSG00000068366.19	pc	many-to-many
ENSMUSG00000056366.5	other	ENSG00000233259.4	other	one-to-many
ENSMUSG00000103651.1	lncRNA	ENSG00000258297.1	lncRNA	many-to-many
ENSMUSG00000063605.5	pc	ENSG00000135736.5	pc	one-to-many
ENSMUSG00000103704.1	lncRNA	ENSG00000258414.1	lncRNA	one-to-one
ENSMUSG00000029580.14	pc	ENSG00000196834.11	pc	many-to-many
ENSMUSG00000079642.2	pc	ENSG00000230594.3	pc	many-to-many
ENSMUSG00000056004.16	pc	ENSG00000164659.14	pc	one-to-one
ENSMUSG00000074472.10	pc	ENSG00000267235.2	other	many-to-many
ENSMUSG00000031274.16	pc	ENSG00000188153.12	pc	one-to-one
ENSMUSG00000050965.14	pc	ENSG00000154229.11	pc	one-to-one
ENSMUSG00000083992.1	other	ENSG00000177350.6	other	many-to-many
ENSMUSG00000078817.4	pc	ENSG00000179709.8	pc	many-to-many
ENSMUSG00000069601.14	pc	ENSG00000151150.21	pc	one-to-one
ENSMUSG00000020547.5	pc	ENSG00000136261.14	pc	one-to-one
ENSMUSG00000104481.1	lncRNA	ENSG00000233590.1	lncRNA	one-to-one
ENSMUSG00000021411.16	pc	ENSG00000168994.13	pc	one-to-one
ENSMUSG00000061843.4	other	ENSG00000233121.1	other	one-to-many
ENSMUSG00000074500.11	pc	ENSG00000167785.8	pc	many-to-many
ENSMUSG00000086206.1	lncRNA	ENSG00000025434.18	pc	one-to-many
ENSMUSG00000021733.10	pc	ENSG00000033867.16	pc	one-to-one
ENSMUSG00000004285.12	pc	ENSG00000128524.4	pc	one-to-one
ENSMUSG00000089904.1	other	ENSG00000155792.9	pc	one-to-many
ENSMUSG00000026249.10	pc	ENSG00000135919.12	pc	one-to-one
ENSMUSG00000084146.1	other	ENSG00000270788.1	other	one-to-many
