Database_ID	ncRNA_Symbol	ncRNA_Category	Species	Detection_Method	Strong_Evidence	Weak_Evidence	Score	Causality	Clinical	ncRNA_ID
LDA0001110	GAS6-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RIP//ChIP		0.731059	Yes	Yes	RID01331
LDA0001113	GASAL1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR		0.731059	Yes	Yes	RID01335
LDA0001114	GATA6-AS	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Transwell Assay//Western Blot		0.731059	Yes	Yes	RID01339
LDA0001115	GATA6-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID01340
LDA0001116	GATA6-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID01340
LDA0001117	GATA6-AS	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR		0.731059	Yes	Unknown	RID01339
LDA0001118	GATA6-AS	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Yes	Unknown	RID01339
LDA0001119	GATA6-AS	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID01339
LDA0001120	GATA6-AS	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR		0.731059	Yes	Unknown	RID01339
LDA0001121	GATA6-AS	LncRNA	Homo sapiens	Strong evidence	PCR//Invasion Assay//Transwell Assay		0.731059	Yes	Yes	RID01339
LDA0001122	GATA6-AS	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot		0.731059	Yes	Yes	RID01339
LDA0001123	GATA3-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID01338
LDA0001124	GASAL1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot		0.731059	Yes	Yes	RID01335
LDA0001125	GATA3-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR		0.731059	Yes	Yes	RID01337
LDA0001126	GATA3-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID01337
LDA0001127	GATA3-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID01337
LDA0001128	GATA3-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID01337
LDA0001129	GATA2-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//IHC//Western Blot//Flow Cytometry//RIP//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID01336
LDA0001130	GATA2-AS1	LncRNA	Homo sapiens	Strong evidence	Tunel//RIP//FISH//qRT-PCR//ChIP		0.731059	Yes	Unknown	RID01336
LDA0001131	GASAL1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Wound Healing Assay//Transwell Assay//FISH		0.731059	Yes	Unknown	RID01335
LDA0001133	LINC00265	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Invasion Assay//Transwell Assay		0.731059	Yes	Unknown	RID01762
LDA0001134	LINC00273	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Transwell Assay//Western Blot		0.731059	Yes	Unknown	RID01764
LDA0001139	LOC146880	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//Wound Healing Assay//Flow Cytometry//qRT-PCR//RIP//FISH//IF//Luciferase Report Assay//Colony Formation Assay//Invasion Assay//Transwell Assay		0.731059	Yes	Unknown	RID02961
LDA0001141	LOC107985656	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//MTT//RNA Pull-Down		0.731059	Yes	Unknown	RID02957
LDA0001159	LOC389332	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Wound Healing Assay		0.731059	Yes	Unknown	RID02986
LDA0001166	loc339803	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//EdU Staining		0.731059	Yes	Yes	RID16598
LDA0001167	LOC339524	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase report assay//Western Blot		0.731059	Yes	Unknown	RID02979
LDA0001177	lncRP5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//CCK8//qRT-PCR//FISH//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID16579
LDA0001178	LOC100127888	LncRNA	Homo sapiens	Strong evidence	CCK8//IHC//Transwell Assay		0.731059	Yes	Yes	RID02491
LDA0001179	LNMAS	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//ISH//Transfection//Wound Healing Assay//qRT-PCR		0.731059	Yes	Unknown	RID02489
LDA0001180	lnc-XR_003496198	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID16520
LDA0001181	lncWDR26	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//qRT-PCR//Cell Cycle Assay//ChIP		0.731059	Yes	Yes	RID16585
LDA0001182	lnc-W5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Migration Assay//CCK8//Colony Formation Assay//Invasion Assay		0.731059	Yes	Unknown	RID16519
LDA0001183	lnc-UCID	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID16518
LDA0001184	lncTSI	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//FISH//Luciferase Report Assay//IHC//ChIP		0.731059	Yes	Unknown	RID16583
LDA0001185	lnc-TRAF1-4:1	LncRNA	Homo sapiens	Strong evidence	Cell Cycle Assay//Western Blot//Transwell Assay//qRT-PCR		0.731059	Yes	Unknown	RID16516
LDA0001186	lnc-TDRG1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//qRT-PCR//Luciferase Report Assay//Invasion Assay		0.731059	Yes	Unknown	RID16512
LDA0001188	lnc-STYK1-2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID16509
LDA0001189	lnc-Sox2ot	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RIP		0.731059	Yes	Yes	RID16510
LDA0001190	LncSNHG16	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID03129
LDA0001191	lncSNHG15	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID16582
LDA0001192	LncSNHG1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Colony Formation Assay//Luciferase Report Assay//Western Blot		0.731059	Yes	Unknown	RID03128
LDA0001193	lncSLCO1C1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Co-IP//qRT-PCR//RIP//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID16581
LDA0001194	Lnc-SLC4A1-1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Flow Cytometry//qRT-PCR//RIP//MTT//Transwell Assay		0.731059	Yes	Unknown	RID03095
LDA0001195	Lnc-SELPLG-2:1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID03094
LDA0001196	Lnc-S100B-2	LncRNA	Homo sapiens	Strong evidence	Western Blot//qRT-PCR//Luciferase Report Assay//IHC//IF		0.731059	Yes	Yes	RID03093
LDA0001197	lncRsp1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID16580
LDA0001198	LNRRIL6	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID02490
LDA0001199	LOC100129620	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID02498
LDA0001200	LOC100130075	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transfection//Tunel//qRT-PCR//Luciferase Report Assay//Cell Proliferation Assay//ChIP		0.731059	Yes	Unknown	RID02499
LDA0001201	LOC105374902	LncRNA	Homo sapiens	Strong evidence	Northern Blot//Western Blot//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID02850
LDA0001202	LOC105372579	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID02786
LDA0001203	LOC102724163	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Wound Healing Assay//Invasion Assay		0.731059	Yes	Yes	RID02687
LDA0001204	LOC101929552	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID02663
LDA0001205	LOC101928963	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//MTT//Western Blot		0.731059	Yes	Unknown	RID02650
LDA0001206	LOC101928834	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID02645
LDA0001207	LOC101928477	LncRNA	Homo sapiens	Strong evidence	IHC//Wound Healing Assay//qRT-PCR//FISH//Cell Viability Assay//Colony Formation Assay//IF		0.731059	Yes	Unknown	RID02637
LDA0001208	LOC101928316	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//MTT//Transwell Assay		0.731059	Yes	Yes	RID02631
LDA0001210	LOC101927746	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID02612
LDA0001211	LOC101927476	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Wound Healing Assay		0.731059	Yes	Unknown	RID02608
LDA0001212	LOC100996425	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Wound Healing Assay//Flow Cytometry//qRT-PCR//MTT//Luciferase Report Assay//H&E Staining//IHC		0.731059	Yes	Unknown	RID02586
LDA0001215	LOC100507144	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot//Transwell Assay		0.731059	Yes	Yes	RID02578
LDA0001216	LOC100506114	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//FISH//Flow Cytometry//qRT-PCR//IHC//IF		0.731059	Yes	Unknown	RID02565
LDA0001217	LOC100505851	LncRNA	Homo sapiens	Strong evidence	PCR		0.731059	Yes	Yes	RID02559
LDA0001218	LOC100505817	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//Transwell Assay		0.731059	Yes	Unknown	RID02558
LDA0001219	LOC100132707	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Transwell Assay		0.731059	Yes	Unknown	RID02515
LDA0001222	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Cell Cycle Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID03043
LDA0001223	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transwell Assay//Tunel//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Colony Formation Assay//ChIP		0.731059	Yes	Unknown	RID03043
LDA0001225	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID03043
LDA0001226	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	colony Formation Assay//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//Transwell Assay		0.731059	Yes	Unknown	RID03043
LDA0001227	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//qRT-PCR//MTT//Colony Formation Assay		0.731059	Yes	Yes	RID03043
LDA0001228	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID03043
LDA0001229	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID03043
LDA0001230	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay//ELISA//IF		0.731059	Yes	Yes	RID03043
LDA0001233	LONP2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//RNA Pull-Down		0.731059	Yes	Unknown	RID03041
LDA0001234	LOLA1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Migration Assay//qRT-PCR//FISH//Cell Apoptosis Assay//Cell Proliferation Assay//Cell Cycle Assay//Invasion Assay//Transwell Assay		0.731059	Yes	Unknown	RID03040
LDA0001240	LOC730100	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID03033
LDA0001241	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay//EdU Staining//Transwell Assay		0.731059	Yes	Unknown	RID03043
LDA0001242	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//Tube Formation Assay//Migration Assay//qRT-PCR//FISH//RIP//Luciferase Report Assay//Cell Proliferation Assay//Invasion Assay		0.731059	Yes	Unknown	RID03043
LDA0001246	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID03044
LDA0001252	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID03043
LDA0001253	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID03043
LDA0001254	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID03043
LDA0001257	LOXL1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//MTT//Transwell Assay//Western Blot		0.731059	Yes	Yes	RID03043
LDA0001265	LOC550643	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay		0.731059	Yes	Yes	RID03002
LDA0001266	LOC550643	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Colony Formation Assay//Western Blot		0.731059	Yes	Yes	RID03002
LDA0001268	LOC441461	LncRNA	Homo sapiens	Strong evidence	Wound Healing Assay//Migration Assay//CCK8//qRT-PCR//Cell Cycle Assay//Colony Formation Assay//Invasion Assay		0.731059	Yes	Unknown	RID03000
LDA0001269	LOC441461	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot//Cell Cycle Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID03000
LDA0001276	LOC645166	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RNA Pull-Down//Co-IP//Western Blot		0.731059	Yes	Unknown	RID03008
LDA0001287	LOC648987	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID03018
LDA0001293	lncR-SMAL	LncRNA	Homo sapiens	Strong evidence	Western Blot//Co-IP//Flow Cytometry//RIP//FISH//qRT-PCR//IF		0.731059	Yes	Unknown	RID16546
LDA0001294	lncROR	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID16578
LDA0001295	LINC02932	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//qRT-PCR//RIP//ELISA		0.731059	Yes	Unknown	RID02178
LDA0001296	lnc34977	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Wound Healing Assay//CCK8//qRT-PCR//Colony Formation Assay		0.731059	Yes	Unknown	RID16525
LDA0001297	Lnc00152	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//qRT-PCR//Luciferase Report Assay//Transwell Assay//ChIP		0.731059	Yes	Unknown	RID03098
LDA0001298	LNC_AL139002.1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Migration Assay//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Invasion Assay		0.731059	Yes	Unknown	RID02488
LDA0001299	LNC_691	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Colony Formation Assay		0.731059	Yes	Unknown	RID02487
LDA0001300	LNC_554	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Wound Healing Assay//FISH//H&E Staining		0.731059	Yes	Unknown	RID02486
LDA0001301	LNC_01977	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Transwell Assay//Western Blot		0.731059	Yes	Unknown	RID02484
LDA0001302	LNC_00312	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID02483
LDA0001303	LNC_00152	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//EdU Staining//Western Blot		0.731059	Yes	Yes	RID02482
LDA0001304	LNC_001089	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Transwell Assay		0.731059	Yes	Yes	RID02481
LDA0001306	lnc_000231	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Northern Blot//Western Blot//qRT-PCR//Luciferase Report Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID16586
LDA0001307	LMCD1-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//EdU Staining//Transwell Assay		0.731059	Yes	Unknown	RID02198
LDA0001308	LMCD1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID02198
LDA0001309	LMCD1-AS1	LncRNA	Homo sapiens	Strong evidence	ChIP//Immunoblotting//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID02198
LDA0001310	LL22NC03-N64E9.1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RIP//Transwell Assay		0.731059	Yes	Unknown	RID02197
LDA0001311	LL22NC03-N64E9.1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay		0.731059	Yes	Yes	RID02197
LDA0001312	LL22NC03-N14H11.1	LncRNA	Homo sapiens	Strong evidence	Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//Transwell Assay		0.731059	Yes	Unknown	RID02196
LDA0001313	LIT3527	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Northern Blot//Wound Healing Assay//Immunoblotting//Migration Assay//CCK8//qRT-PCR//IF//MTT//Cell Cycle Assay//Transwell Assay		0.731059	Yes	Unknown	RID02195
LDA0001314	LIPH-4	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay//Colony Formation Assay		0.731059	Yes	Yes	RID02194
LDA0001316	lnc40589	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Wound Healing Assay//CCK8//qRT-PCR//Colony Formation Assay		0.731059	Yes	Unknown	RID16527
LDA0001317	LINP1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID02191
LDA0001318	Lnc408	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//IHC//Western Blot		0.731059	Yes	Unknown	RID03099
LDA0001320	lnc-CES1-1	LncRNA	Homo sapiens	Strong evidence	ChIP//Western Blot//qRT-PCR//RIP//migration assay//Cell Apoptosis Assay//Cell Proliferation Assay//Cell Cycle Assay//ELISA//IF		0.731059	Yes	Unknown	RID16453
LDA0001321	lnc-CCNL1-3:1	LncRNA	Homo sapiens	Strong evidence	Transfection//Immunoblotting//Tunel//Flow Cytometry//qRT-PCR//RIP//Luciferase Report Assay//IF		0.731059	Yes	Unknown	RID16452
LDA0001322	lncCCLM	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Transfection//Tube Formation Assay//CCK8//FISH//RIP//qRT-PCR//IF//Luciferase Report Assay//ELISA//Transwell Assay		0.731059	Yes	Yes	RID16530
LDA0001323	lnc-CCAT1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Flow Cytometry//qRT-PCR//MTT//Luciferase Report Assay//EdU Staining//Transwell Assay		0.731059	Yes	Unknown	RID16451
LDA0001324	lncCCAT1	LncRNA	Homo sapiens	Strong evidence	RIP//ChIP		0.731059	Yes	Yes	RID16529
LDA0001325	lncCCAT1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Yes	RID16529
LDA0001326	LNCBRM	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot//Transwell Assay		0.731059	Yes	Yes	RID02212
LDA0001327	lncAY927529	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//qRT-PCR//Cell Apoptosis Assay//ELISA		0.731059	Yes	Unknown	RID16528
LDA0001328	lnc-ATB	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RNA Pull-Down//RIP		0.731059	Yes	Yes	RID16449
LDA0001329	lnc-ATB	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID16449
LDA0001330	LNCARSR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//RIP//Western Blot		0.731059	Yes	Yes	RID02211
LDA0001331	LNCARSR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RNA Pull-Down//FISH		0.731059	Yes	Unknown	RID02211
LDA0001332	LNCARSR	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//Invasion Assay		0.731059	Yes	Yes	RID02211
LDA0001333	LNCARSR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID02211
LDA0001334	lnc-AGER-1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID16444
LDA0001335	lnc-ADD3-AS1	LncRNA	Homo sapiens	Strong evidence	Transfection//Wound Healing Assay//Flow Cytometry//Cell Proliferation Assay//Transwell Assay		0.731059	Yes	Unknown	RID16443
LDA0001336	lnc-ABCA12-3	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID16439
LDA0001337	Lnc-408	LncRNA	Homo sapiens	Strong evidence	Western Blot//Migration Assay//Luciferase Report Assay//Transwell Assay//Invasion Assay//IF		0.731059	Yes	Unknown	RID03088
LDA0001338	LIPCAR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID02193
LDA0001339	LINP1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Colony Formation Assay		0.731059	Yes	Unknown	RID02191
LDA0001340	lncROR	LncRNA	Homo sapiens	Strong evidence	Transfection//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Cell Proliferation Assay		0.731059	Yes	Unknown	RID16578
LDA0001342	LINC-PINT	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID01735
LDA0001344	LINC-PINT	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID01735
LDA0001345	LINC-PINT	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//ELISA		0.731059	Yes	Unknown	RID01735
LDA0001346	LINC-PINT	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transwell Assay//Wound Healing Assay//CCK8//qRT-PCR//Colony Formation Assay//IF		0.731059	Yes	Unknown	RID01735
LDA0001347	LINC-PINT	LncRNA	Homo sapiens	Strong evidence	Western Blot//qRT-PCR//RIP//Luciferase Report Assay//Cell Proliferation Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID01735
LDA0001348	LINC-PINT	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Yes	RID01735
LDA0001349	LINC-PINT	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//RNA Pull-Down		0.731059	Yes	Unknown	RID01735
LDA0001351	LINC-PINT	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID01735
LDA0001352	Linc8087	LncRNA	Homo sapiens	Strong evidence	Wound Healing Assay//qRT-PCR//Cell Viability Assay//Colony Formation Assay//Invasion Assay//Transwell Assay		0.731059	Yes	Yes	RID03085
LDA0001353	LINC0638	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID02188
LDA0001355	LINC03046	LncRNA	Homo sapiens	Strong evidence	Western Blot//ISH//Transwell Assay//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//IF		0.731059	Yes	Yes	RID02185
LDA0001356	LINC02990	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Invasion Assay		0.731059	Yes	Yes	RID02182
LDA0001357	LINC02987-201	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Wound Healing Assay		0.731059	Yes	Unknown	RID02181
LDA0001359	LINP1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Wound Healing Assay//Transwell Assay		0.731059	Yes	Yes	RID02191
