Gene ID	Symbol	Conservation (age)	Expression Capacity	Featured Expression	Featured Methylation	Variation (disease/trait-association)	Interaction	Small Protein
HSALNG0081242	-	15. Amniota	NE	-	-	yes	-	-
HSALNG0081558	-	16. Tetrapoda	LC	-	-	yes	-	-
HSALNG0082309	-	5. Hominoidea	MC	-	-	yes	-	-
HSALNG0082681	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0084218	-	14. Mammalia	LC	-	-	yes	-	-
HSALNG0142994	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0085006	-	16. Tetrapoda	HC	yes	-	yes	yes	yes
HSALNG0087074	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0087475	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0089363	-	13. Theria	MC	-	-	yes	-	-
HSALNG0090591	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0091866	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0092639	-	14. Mammalia	MC	yes	-	yes	-	-
HSALNG0093461	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0093839	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0143736	-	6. Catarrhini	HC	yes	yes	yes	-	-
HSALNG0095234	-	17. Euteleostomi	LC	-	-	yes	-	yes
HSALNG0096271	-	15. Amniota	MC	-	-	yes	yes	yes
HSALNG0097855	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0098265	-	11. Boreoeutheria	MC	-	yes	yes	-	-
HSALNG0000758	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0099083	-	13. Theria	LC	-	-	yes	-	-
HSALNG0142140	-	11. Boreoeutheria	MC	-	yes	yes	-	-
HSALNG0099817	-	12. Eutheria	HC	yes	yes	yes	-	-
HSALNG0002505	-	15. Amniota	MC	-	yes	yes	-	-
HSALNG0002869	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0003274	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0101912	-	13. Theria	MC	yes	yes	yes	-	-
HSALNG0003998	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0004372	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0102705	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0103099	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0005538	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0005948	-	15. Amniota	HC	yes	-	yes	yes	-
HSALNG0104245	-	13. Theria	HC	-	yes	yes	-	-
HSALNG0104969	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0007781	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0106938	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0008954	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0107321	-	6. Catarrhini	HC	-	-	yes	-	-
HSALNG0009385	-	1. Homo	MC	-	-	yes	-	-
HSALNG0144442	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0142411	-	13. Theria	HC	-	-	yes	-	yes
HSALNG0109427	-	17. Euteleostomi	MC	-	-	yes	yes	-
HSALNG0110137	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0012399	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0144736	-	13. Theria	HC	yes	yes	yes	-	-
HSALNG0013375	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0111656	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0013765	-	17. Euteleostomi	HC	yes	-	yes	-	-
HSALNG0112041	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0146436	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0014483	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0113190	-	6. Catarrhini	HC	-	-	yes	-	-
HSALNG0015185	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0015950	-	13. Theria	HC	-	-	yes	-	-
HSALNG0114265	-	17. Euteleostomi	NE	-	-	yes	-	yes
HSALNG0016380	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0114648	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0016793	-	16. Tetrapoda	HC	-	yes	yes	-	-
HSALNG0115028	-	17. Euteleostomi	HC	-	yes	yes	-	-
HSALNG0017223	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0017574	-	12. Eutheria	HC	yes	-	yes	yes	yes
HSALNG0115783	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0145074	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0116858	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0019116	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0117194	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0117618	-	12. Eutheria	MC	-	-	yes	-	yes
HSALNG0019882	-	14. Mammalia	MC	-	-	yes	-	yes
HSALNG0118003	-	15. Amniota	NE	-	-	yes	-	-
HSALNG0020636	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0118755	-	13. Theria	HC	-	-	yes	-	yes
HSALNG0021020	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0145186	-	5. Hominoidea	MC	yes	-	yes	-	-
HSALNG0120134	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0022673	-	14. Mammalia	LC	-	yes	yes	-	yes
HSALNG0023433	-	16. Tetrapoda	NE	-	-	yes	-	yes
HSALNG0147729	-	11. Boreoeutheria	NE	-	yes	yes	-	-
HSALNG0024143	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0121982	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0024898	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0122699	-	15. Amniota	NE	-	yes	yes	-	-
HSALNG0025718	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0123410	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0124183	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0027207	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0027602	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0125277	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0125655	-	11. Boreoeutheria	NE	-	-	yes	-	yes
HSALNG0126430	-	5. Hominoidea	HC	yes	-	yes	-	-
HSALNG0029195	-	13. Theria	MC	-	-	yes	-	-
HSALNG0029983	-	12. Eutheria	NE	-	yes	yes	-	-
HSALNG0127572	-	13. Theria	NE	-	yes	yes	-	-
HSALNG0030439	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0147695	-	1. Homo	MC	-	-	yes	-	-
HSALNG0128325	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0130195	-	13. Theria	MC	yes	yes	yes	-	-
HSALNG0033073	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0130584	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0148065	-	1. Homo	MC	-	-	yes	-	-
HSALNG0130921	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0033837	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0131295	-	17. Euteleostomi	MC	-	-	yes	-	yes
HSALNG0034622	-	1. Homo	MC	-	-	yes	-	-
HSALNG0131892	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0132293	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0035468	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0147068	-	5. Hominoidea	MC	-	-	yes	-	-
HSALNG0132971	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0148171	-	2. Hominini	HC	-	-	yes	-	-
HSALNG0037026	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0037849	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0148480	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0135134	-	15. Amniota	MC	yes	-	yes	-	-
HSALNG0038610	-	2. Hominini	MC	-	-	yes	-	-
HSALNG0039342	-	15. Amniota	LC	-	-	yes	-	-
HSALNG0148535	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0040074	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0136910	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0138169	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0042186	-	13. Theria	HC	yes	-	yes	yes	-
HSALNG0139043	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0042547	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0042955	-	16. Tetrapoda	HC	-	-	yes	-	-
HSALNG0043396	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0043835	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0044256	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0046175	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0046863	-	17. Euteleostomi	MC	yes	-	yes	-	yes
HSALNG0149334	-	16. Tetrapoda	HC	-	yes	yes	-	-
HSALNG0047805	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0149364	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0049190	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0049914	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0050262	-	17. Euteleostomi	HC	-	-	yes	-	-
HSALNG0051552	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0051975	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0052803	-	13. Theria	MC	-	-	yes	-	-
HSALNG0053212	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0053611	-	12. Eutheria	HC	yes	-	yes	-	yes
HSALNG0053988	-	14. Mammalia	MC	-	-	yes	-	yes
HSALNG0054346	-	12. Eutheria	MC	-	-	yes	yes	-
HSALNG0055396	-	5. Hominoidea	NE	-	-	yes	-	-
HSALNG0055754	-	13. Theria	MC	-	-	yes	-	-
HSALNG0056158	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0056561	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0056925	-	14. Mammalia	HC	yes	-	yes	-	-
HSALNG0057638	-	13. Theria	MC	yes	-	yes	-	yes
HSALNG0149933	-	9. Primates	HC	-	yes	yes	-	-
HSALNG0058440	-	6. Catarrhini	HC	-	yes	yes	-	-
HSALNG0059991	-	1. Homo	MC	-	-	yes	-	-
HSALNG0149771	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0060798	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0062365	-	10. Euarchontoglires	MC	yes	-	yes	-	-
HSALNG0150118	-	14. Mammalia	NE	-	yes	yes	-	-
HSALNG0063403	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0064547	-	17. Euteleostomi	MC	yes	-	yes	-	-
HSALNG0150394	-	2. Hominini	HC	yes	-	yes	-	-
HSALNG0065361	-	15. Amniota	MC	-	yes	yes	-	-
HSALNG0066684	-	12. Eutheria	HC	yes	yes	yes	-	-
HSALNG0067908	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0068300	-	13. Theria	MC	-	-	yes	-	-
HSALNG0068703	-	16. Tetrapoda	NE	-	-	yes	-	-
HSALNG0069097	-	10. Euarchontoglires	NE	-	-	yes	-	-
HSALNG0069439	-	17. Euteleostomi	HC	yes	-	yes	yes	-
HSALNG0069848	-	12. Eutheria	LC	-	yes	yes	-	-
HSALNG0070242	-	13. Theria	LC	-	yes	yes	-	-
HSALNG0070614	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0072122	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0072508	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0150700	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0073971	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0074334	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0074685	-	16. Tetrapoda	MC	yes	-	yes	-	-
HSALNG0075373	-	3. Homininae	MC	-	-	yes	-	-
HSALNG0077133	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0078672	-	12. Eutheria	NE	-	-	yes	-	yes
HSALNG0079789	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0080170	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0080890	-	12. Eutheria	HC	-	yes	yes	-	-
HSALNG0081559	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0081914	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0082310	-	1. Homo	HC	yes	-	yes	-	-
HSALNG0083062	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0083821	-	15. Amniota	MC	yes	-	yes	-	-
HSALNG0084634	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0085008	-	14. Mammalia	HC	yes	-	yes	-	-
HSALNG0085791	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0086589	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0087075	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0087476	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0087873	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0088623	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0091019	-	13. Theria	MC	-	-	yes	-	-
HSALNG0091420	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0091867	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0092222	-	13. Theria	MC	-	-	yes	-	-
HSALNG0092644	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0093462	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0093840	-	12. Eutheria	HC	yes	-	yes	-	yes
HSALNG0094233	-	16. Tetrapoda	MC	yes	-	yes	-	-
HSALNG0094560	-	15. Amniota	MC	yes	-	yes	-	-
HSALNG0096272	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0097024	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0097432	-	15. Amniota	HC	yes	yes	yes	-	-
HSALNG0000426	-	5. Hominoidea	HC	-	yes	yes	-	-
HSALNG0098266	-	13. Theria	NE	-	-	yes	-	-
HSALNG0099084	-	12. Eutheria	NE	-	yes	yes	-	-
HSALNG0001441	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0001792	-	16. Tetrapoda	HC	-	-	yes	-	yes
HSALNG0100223	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0002870	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0003277	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0101488	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0003621	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0101917	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0003999	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0102303	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0102706	-	12. Eutheria	LC	-	yes	yes	-	-
HSALNG0103487	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0104246	-	14. Mammalia	HC	yes	yes	yes	-	-
HSALNG0006315	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0104605	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0007012	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0144368	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0007782	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0008178	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0106545	-	17. Euteleostomi	LC	-	-	yes	-	yes
HSALNG0106939	-	11. Boreoeutheria	NE	-	-	yes	-	-
HSALNG0144405	-	11. Boreoeutheria	HC	yes	-	yes	-	-
HSALNG0009386	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0010179	-	16. Tetrapoda	LC	-	yes	yes	-	-
HSALNG0010551	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0144633	-	16. Tetrapoda	MC	-	yes	yes	yes	-
HSALNG0010951	-	16. Tetrapoda	MC	yes	-	yes	-	yes
HSALNG0011316	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0109779	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0012082	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0110138	-	1. Homo	MC	yes	-	yes	-	-
HSALNG0012400	-	5. Hominoidea	MC	yes	-	yes	-	-
HSALNG0144728	-	7. Simiiformes	HC	-	-	yes	-	-
HSALNG0012713	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0013376	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0144934	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0112040	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0014111	-	13. Theria	HC	-	-	yes	-	-
HSALNG0112445	-	16. Tetrapoda	LC	-	yes	yes	-	-
HSALNG0112842	-	13. Theria	MC	-	-	yes	-	-
HSALNG0015189	-	16. Tetrapoda	LC	-	-	yes	-	-
HSALNG0113533	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0113889	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0015951	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0114267	-	17. Euteleostomi	LC	-	-	yes	-	yes
HSALNG0114649	-	11. Boreoeutheria	HC	yes	-	yes	-	-
HSALNG0016794	-	1. Homo	NE	-	-	yes	-	-
HSALNG0017575	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0018384	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0018756	-	1. Homo	HC	yes	-	yes	-	-
HSALNG0116859	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0019117	-	13. Theria	HC	yes	yes	yes	-	-
HSALNG0146236	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0118378	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0118756	-	17. Euteleostomi	HC	yes	-	yes	-	-
HSALNG0119438	-	11. Boreoeutheria	HC	yes	-	yes	yes	yes
HSALNG0119775	-	11. Boreoeutheria	MC	-	yes	yes	-	-
HSALNG0022199	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0145427	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0023073	-	10. Euarchontoglires	HC	yes	-	yes	-	-
HSALNG0023435	-	8. Haplorrhini	MC	-	-	yes	-	-
HSALNG0121627	-	12. Eutheria	LC	-	yes	yes	-	-
HSALNG0024144	-	12. Eutheria	HC	-	-	yes	-	yes
HSALNG0024899	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0025307	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0123767	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0026488	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0124187	-	1. Homo	MC	-	-	yes	-	-
HSALNG0026828	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0027208	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0028040	-	12. Eutheria	HC	yes	yes	yes	-	-
HSALNG0125657	-	16. Tetrapoda	LC	-	-	yes	-	yes
HSALNG0028407	-	17. Euteleostomi	MC	-	-	yes	-	yes
HSALNG0126048	-	14. Mammalia	MC	yes	yes	yes	-	-
HSALNG0028807	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0126431	-	11. Boreoeutheria	MC	yes	-	yes	-	yes
HSALNG0147632	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0029586	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0127227	-	11. Boreoeutheria	MC	-	yes	yes	-	-
HSALNG0029984	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0127573	-	2. Hominini	NE	-	yes	yes	-	-
HSALNG0030451	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0128326	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0031235	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0031624	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0129815	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0130196	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0033074	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0033435	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0148076	-	13. Theria	NE	-	-	yes	-	-
HSALNG0131296	-	14. Mammalia	MC	-	-	yes	-	yes
HSALNG0034241	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0131893	-	1. Homo	HC	-	yes	yes	-	-
HSALNG0035469	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0132623	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0132972	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0133325	-	8. Haplorrhini	MC	yes	-	yes	-	yes
HSALNG0036611	-	11. Boreoeutheria	LC	-	yes	yes	-	-
HSALNG0133686	-	6. Catarrhini	MC	-	-	yes	-	-
HSALNG0134005	-	17. Euteleostomi	MC	yes	-	yes	-	yes
HSALNG0037850	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0135510	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0039343	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0136208	-	10. Euarchontoglires	HC	yes	-	yes	-	-
HSALNG0039707	-	1. Homo	MC	-	-	yes	-	-
HSALNG0040077	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0040980	-	16. Tetrapoda	NE	-	-	yes	-	-
HSALNG0041392	-	17. Euteleostomi	LC	-	-	yes	-	yes
HSALNG0138170	-	9. Primates	HC	-	-	yes	-	-
HSALNG0042549	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0042956	-	11. Boreoeutheria	MC	yes	-	yes	-	yes
HSALNG0043398	-	15. Amniota	LC	-	-	yes	-	-
HSALNG0140763	-	12. Eutheria	NE	-	-	yes	-	yes
HSALNG0148757	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0046539	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0046864	-	2. Hominini	HC	yes	-	yes	-	-
HSALNG0047496	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0047806	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0048144	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0048850	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0049191	-	17. Euteleostomi	NE	-	-	yes	-	-
HSALNG0049574	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0049915	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0050263	-	17. Euteleostomi	HC	yes	-	yes	-	-
HSALNG0050691	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0051136	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0051555	-	14. Mammalia	MC	yes	yes	yes	-	-
HSALNG0051983	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0052804	-	13. Theria	MC	-	-	yes	-	-
HSALNG0053213	-	13. Theria	MC	yes	yes	yes	-	-
HSALNG0149300	-	12. Eutheria	HC	yes	-	yes	-	yes
HSALNG0055079	-	8. Haplorrhini	NE	-	yes	yes	-	-
HSALNG0055755	-	3. Homininae	MC	-	-	yes	-	-
HSALNG0056166	-	13. Theria	LC	-	-	yes	-	-
HSALNG0057282	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0057639	-	8. Haplorrhini	HC	-	yes	yes	-	-
HSALNG0058037	-	13. Theria	LC	-	yes	yes	-	-
HSALNG0149688	-	3. Homininae	HC	yes	yes	yes	-	-
HSALNG0059584	-	11. Boreoeutheria	MC	-	-	yes	-	yes
HSALNG0059992	-	3. Homininae	MC	yes	-	yes	-	-
HSALNG0060382	-	12. Eutheria	HC	yes	-	yes	-	yes
HSALNG0060799	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0061198	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0062366	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0063774	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0064172	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0064551	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0065784	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0066196	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0067106	-	12. Eutheria	MC	yes	-	yes	-	yes
HSALNG0067479	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0067911	-	14. Mammalia	LC	-	-	yes	-	-
HSALNG0068301	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0068704	-	11. Boreoeutheria	HC	yes	-	yes	-	-
HSALNG0069441	-	16. Tetrapoda	NE	-	-	yes	-	-
HSALNG0070243	-	13. Theria	MC	yes	yes	yes	-	-
HSALNG0071020	-	12. Eutheria	HC	yes	yes	yes	-	-
HSALNG0071716	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0072123	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0072509	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0072887	-	10. Euarchontoglires	HC	-	-	yes	-	-
HSALNG0073597	-	13. Theria	NE	-	-	yes	-	-
HSALNG0073972	-	15. Amniota	LC	-	yes	yes	-	-
HSALNG0074336	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0076363	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0077514	-	8. Haplorrhini	HC	-	-	yes	-	-
HSALNG0077870	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0142585	-	15. Amniota	HC	-	-	yes	-	-
HSALNG0079022	-	15. Amniota	MC	-	yes	yes	-	-
HSALNG0079396	-	6. Catarrhini	HC	yes	yes	yes	-	-
HSALNG0080171	-	15. Amniota	NE	-	-	yes	-	yes
HSALNG0080512	-	10. Euarchontoglires	MC	yes	-	yes	-	-
HSALNG0081248	-	7. Simiiformes	HC	yes	-	yes	-	-
HSALNG0082311	-	1. Homo	HC	-	-	yes	-	-
HSALNG0083063	-	16. Tetrapoda	NE	-	-	yes	-	yes
HSALNG0083826	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0084220	-	2. Hominini	MC	-	-	yes	-	-
HSALNG0084635	-	13. Theria	NE	-	yes	yes	-	-
HSALNG0085792	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0086166	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0087076	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0087477	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0087875	-	3. Homininae	LC	-	-	yes	-	-
HSALNG0088989	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0089822	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0091021	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0143640	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0091868	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0093097	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0093463	-	12. Eutheria	LC	-	yes	yes	-	-
HSALNG0096273	-	14. Mammalia	MC	yes	-	yes	-	-
HSALNG0143984	-	16. Tetrapoda	MC	-	yes	yes	-	-
HSALNG0097858	-	15. Amniota	MC	yes	-	yes	-	-
HSALNG0141657	-	1. Homo	HC	yes	-	yes	-	-
HSALNG0000760	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0001442	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0001794	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0099819	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0100225	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0100632	-	15. Amniota	LC	-	-	yes	-	-
HSALNG0002871	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0101090	-	17. Euteleostomi	HC	yes	-	yes	-	-
