id	MMU	HSAlifted	HSAlifted_cov	HSA	MMUlifted	MMUlifted_cov
ENSMUSG00000141985.1_ENSG00000300200.1	ENSMUSG00000141985.1	ENSG00000300200.1	0.845	ENSG00000300200.1	ENSMUSG00000141985.1	0.866
ENSMUSG00000142118.1_ENSG00000249131.3	ENSMUSG00000142118.1	ENSG00000249131.3	0.316	ENSG00000249131.3	ENSMUSG00000142118.1	0.728
ENSMUSG00000142140.1_ENSG00000248254.1	ENSMUSG00000142140.1	ENSG00000248254.1	0.420	ENSG00000248254.1	ENSMUSG00000142140.1	0.623
ENSMUSG00000142204.1_ENSG00000309178.1	ENSMUSG00000142204.1	ENSG00000309178.1	0.737	ENSG00000309178.1	ENSMUSG00000142204.1	0.666
ENSMUSG00000142272.1_ENSG00000296748.1	ENSMUSG00000142272.1	ENSG00000296748.1	0.069	ENSG00000296748.1	ENSMUSG00000142272.1	0.270
ENSMUSG00000142287.1_ENSG00000254288.2	ENSMUSG00000142287.1	ENSG00000254288.2	0.058	ENSG00000254288.2	ENSMUSG00000142287.1	0.097
ENSMUSG00000142360.1_ENSG00000294779.1	ENSMUSG00000142360.1	ENSG00000294779.1	0.372	ENSG00000294779.1	ENSMUSG00000142360.1	0.870
ENSMUSG00000142419.1_ENSG00000228526.9	ENSMUSG00000142419.1	ENSG00000228526.9	0.270	ENSG00000228526.9	ENSMUSG00000142419.1	0.221
ENSMUSG00000142431.1_ENSG00000302412.1	ENSMUSG00000142431.1	ENSG00000302412.1	0.409	ENSG00000302412.1	ENSMUSG00000142431.1	0.622
ENSMUSG00000142480.1_ENSG00000248587.9	ENSMUSG00000142480.1	ENSG00000248587.9	0.156	ENSG00000248587.9	ENSMUSG00000142480.1	0.130
ENSMUSG00000142534.1_ENSG00000245719.2	ENSMUSG00000142534.1	ENSG00000245719.2	0.110	ENSG00000245719.2	ENSMUSG00000142534.1	0.184
ENSMUSG00000142542.1_ENSG00000306198.1	ENSMUSG00000142542.1	ENSG00000306198.1	0.768	ENSG00000306198.1	ENSMUSG00000142542.1	0.505
ENSMUSG00000142619.1_ENSG00000306793.1	ENSMUSG00000142619.1	ENSG00000306793.1	0.211	ENSG00000306793.1	ENSMUSG00000142619.1	0.131
ENSMUSG00000142625.1_ENSG00000259134.8	ENSMUSG00000142625.1	ENSG00000259134.8	0.417	ENSG00000259134.8	ENSMUSG00000142625.1	0.360
ENSMUSG00000142642.1_ENSG00000300220.1	ENSMUSG00000142642.1	ENSG00000300220.1	0.364	ENSG00000300220.1	ENSMUSG00000142642.1	0.719
ENSMUSG00000142768.1_ENSG00000238120.3	ENSMUSG00000142768.1	ENSG00000238120.3	0.061	ENSG00000238120.3	ENSMUSG00000142768.1	0.519
ENSMUSG00000142816.1_ENSG00000288768.2	ENSMUSG00000142816.1	ENSG00000288768.2	0.261	ENSG00000288768.2	ENSMUSG00000142816.1	0.154
ENSMUSG00000142841.1_ENSG00000299797.1	ENSMUSG00000142841.1	ENSG00000299797.1	0.116	ENSG00000299797.1	ENSMUSG00000142841.1	0.397
ENSMUSG00000142882.1_ENSG00000238045.10	ENSMUSG00000142882.1	ENSG00000238045.10	0.527	ENSG00000238045.10	ENSMUSG00000142882.1	0.644
ENSMUSG00000142903.1_ENSG00000233739.1	ENSMUSG00000142903.1	ENSG00000233739.1	0.613	ENSG00000233739.1	ENSMUSG00000142903.1	0.179
ENSMUSG00000142988.1_ENSG00000304182.1	ENSMUSG00000142988.1	ENSG00000304182.1	0.761	ENSG00000304182.1	ENSMUSG00000142988.1	0.679
ENSMUSG00000143038.1_ENSG00000301330.1	ENSMUSG00000143038.1	ENSG00000301330.1	0.2	ENSG00000301330.1	ENSMUSG00000143038.1	0.120
ENSMUSG00000143052.1_ENSG00000301504.1	ENSMUSG00000143052.1	ENSG00000301504.1	0.265	ENSG00000301504.1	ENSMUSG00000143052.1	0.257
ENSMUSG00000143093.1_ENSG00000267204.1	ENSMUSG00000143093.1	ENSG00000267204.1	0.279	ENSG00000267204.1	ENSMUSG00000143093.1	0.468
ENSMUSG00000143111.1_ENSG00000303070.1	ENSMUSG00000143111.1	ENSG00000303070.1	0.152	ENSG00000303070.1	ENSMUSG00000143111.1	0.519
ENSMUSG00000143157.1_ENSG00000267905.5	ENSMUSG00000143157.1	ENSG00000267905.5	0.556	ENSG00000267905.5	ENSMUSG00000143157.1	0.294
ENSMUSG00000143209.1_ENSG00000300602.1	ENSMUSG00000143209.1	ENSG00000300602.1	0.651	ENSG00000300602.1	ENSMUSG00000143209.1	0.081
ENSMUSG00000143212.1_ENSG00000305025.1	ENSMUSG00000143212.1	ENSG00000305025.1	0.128	ENSG00000305025.1	ENSMUSG00000143212.1	0.092
ENSMUSG00000143229.1_ENSG00000224918.2	ENSMUSG00000143229.1	ENSG00000224918.2	0.336	ENSG00000224918.2	ENSMUSG00000143229.1	0.739
ENSMUSG00000143278.1_ENSG00000248174.9	ENSMUSG00000143278.1	ENSG00000248174.9	0.109	ENSG00000248174.9	ENSMUSG00000143278.1	0.097
ENSMUSG00000143344.1_ENSG00000248555.8	ENSMUSG00000143344.1	ENSG00000248555.8	0.172	ENSG00000248555.8	ENSMUSG00000143344.1	0.356
ENSMUSG00000143399.1_ENSG00000296446.1	ENSMUSG00000143399.1	ENSG00000296446.1	0.715	ENSG00000296446.1	ENSMUSG00000143399.1	0.142
ENSMUSG00000143460.1_ENSG00000256315.2	ENSMUSG00000143460.1	ENSG00000256315.2	0.333	ENSG00000256315.2	ENSMUSG00000143460.1	0.077
ENSMUSG00000143471.1_ENSG00000254192.1	ENSMUSG00000143471.1	ENSG00000254192.1	0.417	ENSG00000254192.1	ENSMUSG00000143471.1	0.381
ENSMUSG00000143733.1_ENSG00000249116.3	ENSMUSG00000143733.1	ENSG00000249116.3	0.472	ENSG00000249116.3	ENSMUSG00000143733.1	0.371
ENSMUSG00000143805.1_ENSG00000301394.1	ENSMUSG00000143805.1	ENSG00000301394.1	0.232	ENSG00000301394.1	ENSMUSG00000143805.1	0.436
ENSMUSG00000143810.1_ENSG00000258057.7	ENSMUSG00000143810.1	ENSG00000258057.7	0.406	ENSG00000258057.7	ENSMUSG00000143810.1	0.262
ENSMUSG00000143860.1_ENSG00000225982.2	ENSMUSG00000143860.1	ENSG00000225982.2	0.105	ENSG00000225982.2	ENSMUSG00000143860.1	0.172
ENSMUSG00000143911.1_ENSG00000298434.1	ENSMUSG00000143911.1	ENSG00000298434.1	0.149	ENSG00000298434.1	ENSMUSG00000143911.1	0.108
ENSMUSG00000143944.1_ENSG00000235512.1	ENSMUSG00000143944.1	ENSG00000235512.1	1.0	ENSG00000235512.1	ENSMUSG00000143944.1	0.864
ENSMUSG00000143980.1_ENSG00000302134.1	ENSMUSG00000143980.1	ENSG00000302134.1	0.668	ENSG00000302134.1	ENSMUSG00000143980.1	0.591
ENSMUSG00000144038.1_ENSG00000249330.3	ENSMUSG00000144038.1	ENSG00000249330.3	0.104	ENSG00000249330.3	ENSMUSG00000144038.1	0.093
ENSMUSG00000144091.1_ENSG00000296722.1	ENSMUSG00000144091.1	ENSG00000296722.1	0.729	ENSG00000296722.1	ENSMUSG00000144091.1	0.764
ENSMUSG00000144136.1_ENSG00000307740.1	ENSMUSG00000144136.1	ENSG00000307740.1	0.176	ENSG00000307740.1	ENSMUSG00000144136.1	0.289
ENSMUSG00000144158.1_ENSG00000283031.2	ENSMUSG00000144158.1	ENSG00000283031.2	0.083	ENSG00000283031.2	ENSMUSG00000144158.1	0.340
ENSMUSG00000144165.1_ENSG00000310191.1	ENSMUSG00000144165.1	ENSG00000310191.1	0.364	ENSG00000310191.1	ENSMUSG00000144165.1	0.172
